"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed"
"3790","TurboCharger","{CUSTOMER_TYPE=Corporate,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",2.85372e-05,0.002010111,1.399158,2193,0.0001991614,0.09907979,699,"*","*","*","Corporate","*","Belgium","*",FALSE,347742,0.002010111,5,50278,159822,105050,1.405209514,1.72621946862792e-08,1.43047067357103,5.26951169341692e-09,9.52243542825717,0.289392674670009,5195,2,-6.58592619414304e-08,-1.57291934474399e-08,-8.5075438792642,0.0990796030666964,-0.0900239404256822,0.238762933987228,5417,1,";13;15;1",0,0,FALSE
"3791","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Holland}=>{FAULT_TYPE=TurboCharger}",0.0001371337,0.002439827,1.698266,2188,0.0002146015,0.08795769,3359,"*","*","VWDealer","*","*","Holland","*",FALSE,1376737,0.002439827,5,60134,165119,112626.5,1.405209514,1.41880923939878e-07,1.73627275910971,6.37481637776984e-08,32.4070961354637,0.435650258764012,5196,2,-6.98979355714242e-07,-5.10944226145622e-07,-41.1380109578288,0.0879578757018428,-0.103559395912328,0.331256683363206,5418,1,";12;15;1",0,0,FALSE
"3792","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Holland}=>{FAULT_TYPE=TurboCharger}",0.0001599144,0.002547864,1.773466,2190,0.0001841743,0.07228577,3917,"*","*","*","Private","*","Holland","*",FALSE,1537366,0.002547864,5,62248,165341,113794.5,1.405209514,1.82726906535998e-07,1.81315595618719,8.74364175328723e-08,37.8214675398784,0.465339043982692,5197,2,-9.98902213812091e-07,-9.1406117473936e-07,-53.6329584153048,0.0722856478995739,-0.122081982033538,0.359613385957806,5419,1,";13;15;1",0,0,FALSE
"3793","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",0.0004120951,0.00175967,1.224836,2265,0.0004109343,0.2335292,10094,"Lamura","*","*","*","N","*","*",FALSE,5736303,0.00175967,5,44234.5,165149.5,104692,1.405209514,1.46071429424219e-07,1.25224742820806,3.84220196983199e-08,22.6630669352629,0.239698690657232,5201,2,2.12107660023353e-07,1.76349782860837e-08,29.6103952346499,0.233529013962845,0.104680839372849,0.233529013962845,5423,1,";10;14;1",0,0,FALSE
"3794","TurboCharger","{MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",0.0005093828,0.002460901,1.712935,9252,4.07988e-05,0.0165788,12477,"Opal","*","VWDealer","*","N","*","*",FALSE,5070094,0.002460901,4,60542.5,165627.5,113085,1.405209514,5.37751085074841e-07,1.75126981100129,2.90901340996826e-07,63.4570437438473,0.524844226115771,5202,3,-3.03109194579279e-07,-2.83791048926494e-07,-11.4906897399137,0.0165788871636853,-0.183141593075137,0.451934068050686,5424,1,";10;12;14;1",0,0,FALSE
"3795","TurboCharger","{MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",0.0006730533,0.00255292,1.776985,9254,0.0001328174,0.05202569,16486,"Opal","*","*","Private","N","*","*",FALSE,6457703,0.00255292,4,62328.5,165683.5,114006,1.405209514,7.72470330046904e-07,1.8167539961589,4.71614373754185e-07,77.8585290287677,0.593798491290697,5204,3,-4.09158790301186e-07,-5.29883218518048e-07,-13.5958969264156,0.05202591542234,-0.14511881452906,0.471688889585259,5426,1,";10;13;14;1",0,0,FALSE
"3796","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",0.0007560928,0.002420102,1.684536,2266,0.001071367,0.4426948,18520,"Opal","*","*","*","N","*","*",FALSE,7652570,0.002420102,5,59691.5,165681.5,112686.5,1.405209514,7.67352901438701e-07,1.72223570641154,4.68014676665874e-07,74.947733483761,0.591008750950266,5205,2,8.33389132037835e-07,4.47227635253638e-07,81.895061783148,0.442694564113413,0.594348206611416,0.442694564113413,5427,1,";10;14;1",0,0,FALSE
"3797","TurboCharger","{DEALERSHIP=VWDealer,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",0.0001594245,0.002562185,1.783434,2253,0.0003369593,0.1315125,3905,"*","*","VWDealer","*","*","*","NormalUrban",FALSE,1524090,0.002562185,5,62511,165353,113932,1.405209514,1.84450238367807e-07,1.82334731901054,8.88163811452824e-08,38.1297778655982,0.468430712943097,5206,2,-6.56410041286313e-07,-4.85876008778038e-07,-35.4153292276943,0.131512751811442,-0.0485725958502903,0.401836713586255,5428,1,";12;16;1",0,0,FALSE
"3798","TurboCharger","{CUSTOMER_TYPE=Private,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",0.0001931466,0.002850082,1.983828,2254,0.0004863924,0.1706591,4731,"*","*","*","Private","*","*","NormalUrban",FALSE,1659952,0.002850082,5,67259,165530,116394.5,1.405209514,2.79072208104448e-07,2.02822566429051,1.51762706382878e-07,49.6949316097729,0.531975364851456,5207,2,-9.02556912243642e-07,-8.49734885889354e-07,-41.7594943454103,0.170658949461805,0.00577658010077786,0.462259331485901,5429,1,";13;16;1",0,0,FALSE
"3799","TurboCharger","{DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private}=>{FAULT_TYPE=TurboCharger}",0.0009284183,0.002397363,1.668708,2268,3.367332e-05,0.01404598,22741,"*","*","VWDealer","Private","*","*","*",FALSE,9485839,0.002397363,5,59239,165705,112472,1.405209514,9.21133452811194e-07,1.70605377782832,6.22151214833393e-07,81.5739605370713,0.65401032648554,5208,2,-2.60495667536896e-07,-3.7934637743884e-07,-9.88046541811191,0.014045849543853,-0.185754038164466,0.0718030602791484,5430,1,";12;13;1",0,0,FALSE
"3800","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",7.128175e-05,0.001964767,1.367595,9224,0.000205097,0.1043875,1746,"Lamura","*","*","*","N","*","NormalUrban",FALSE,888655,0.001964767,4,49458.5,162750.5,106104.5,1.405209514,3.98862368276805e-08,1.39820217585006,1.17870702821634e-08,14.0814090957868,0.278908414280392,5214,3,-1.06185192596538e-07,-2.66349494161565e-08,-8.58165783947609,0.104387441360731,-0.0834457207869066,0.313538959072501,5436,1,";10;14;16;1",0,0,FALSE
"3801","TurboCharger","{DEALERSHIP=Re-Import,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",4.801108e-05,0.002515497,1.750937,2196,0.0006139731,0.2440762,1176,"*","*","Re-Import","*","*","Belgium","*",FALSE,467502,0.002515497,5,61539,163495,112517,1.405209514,5.33061013133449e-08,1.79012238028442,2.39859882335669e-08,20.2657178881948,0.437221999571135,5219,2,-1.21092456241634e-07,-3.18520007411963e-08,-7.92244291114765,0.244076220325447,0.122884755148266,0.280082623831394,5441,1,";12;15;1",0,0,FALSE
"3802","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",6.140192e-05,0.002375623,1.653576,9045,0.0005646738,0.237695,1504,"Lamura","*","*","*","N","Belgium","*",FALSE,633097,0.002375623,4,58795.5,163698.5,111247,1.405209514,5.95852512342931e-08,1.69058277526009,2.49856534099653e-08,20.6123145996342,0.405737025166549,5220,3,-8.64861781899255e-08,-1.34363662883546e-08,-2.0507523356287,0.237694701558286,0.111810470453681,0.432260085038746,5442,1,";10;14;15;1",0,0,FALSE
"3803","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",9.487903e-05,0.002905912,2.022689,9046,0.0004858094,0.1671797,2324,"Opal","*","*","*","N","Belgium","*",FALSE,799749,0.002905912,4,68219.5,165122.5,116671,1.405209514,1.42385196190269e-07,2.06795639443699,7.60139961899097e-08,35.8266553639077,0.522674003374466,5221,3,-6.24967705248432e-07,-3.92000680475964e-07,-39.1210781198533,0.167179873306556,0.000739504345701913,0.535864816277988,5443,1,";10;14;15;1",0,0,FALSE
"3804","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",0.0001497897,0.002790248,1.942179,2198,0.0005650224,0.202499,3669,"*","*","VWDealer","*","*","Belgium","*",FALSE,1314937,0.002790248,5,66242,165414,115828,1.405209514,2.07464499306394e-07,1.98564553698289,1.08824392391168e-07,42.3983665713487,0.512634431683884,5222,2,-6.33395780347726e-07,-4.65867997532152e-07,-31.1467405219438,0.202499204371798,0.0539172665416114,0.350971669901743,5444,1,";12;15;1",0,0,FALSE
"3805","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Belgium}=>{FAULT_TYPE=TurboCharger}",0.0001762039,0.002940569,2.046812,2200,0.0005768793,0.1961795,4316,"*","*","*","Private","*","Belgium","*",FALSE,1467743,0.002940569,5,68797,165516,117156.5,1.405209514,2.70536329335195e-07,2.09261962056428,1.50258925430176e-07,49.6557901096885,0.544034913920575,5223,2,-9.11092791012894e-07,-8.51238666842056e-07,-41.7986358454948,0.196179378888916,0.0440586735295212,0.384149802300167,5445,1,";13;15;1",0,0,FALSE
"3806","TurboCharger","{MODEL=Opal,DEALERSHIP=Re-Import,USER_CUSTOMISED=N,COUNTRY=UnitedKingdom,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",3.511014e-06,0.003302992,2.29908,41180,0.000117923,0.03570187,86,"Opal","*","Re-Import","*","N","UnitedKingdom","SuperRural",FALSE,26037,0.003302992,2,73272.5,153008.5,113140.5,1.405209514,6.6631408773008e-09,2.35053347354436,3.83247947520082e-09,8.17479211004809,0.565644701533402,5231,5,-7.606897605614e-07,-4.64182197190673e-07,-66.7729413737129,0.0357018727263039,-0.162974950228556,0.611931545701594,5453,1,";10;12;14;15;16;1",0,0,FALSE
"3807","TurboCharger","{DEALERSHIP=Re-Import,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=UnitedKingdom,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",4.082575e-06,0.003385928,2.356809,41181,0.0002158536,0.0637502,100,"*","*","Re-Import","Private","N","UnitedKingdom","SuperRural",FALSE,29534,0.003385928,2,74428.5,154702.5,114565.5,1.405209514,8.08643177298145e-09,2.4095538539031,4.73615470175797e-09,9.08696177844119,0.576392404879612,5232,5,-1.17354268857511e-06,-9.96761437570474e-07,-82.3674641767421,0.0637503219206078,-0.131903201816783,0.621437018152778,5454,1,";12;13;14;15;16;1",0,0,FALSE
"3808","TurboCharger","{AGE=InWarranty,DEALERSHIP=Re-Import,CUSTOMER_TYPE=Corporate,USER_CUSTOMISED=N}=>{FAULT_TYPE=TurboCharger}",1.163534e-05,0.009926163,6.909204,21921,0.0001552013,0.01563557,285,"*","InWarranty","Re-Import","Corporate","N","*","*",FALSE,28712,0.009926163,3,112470,164823,138646.5,1.405209514,9.91441909337952e-08,7.06383133696887,8.52085828262069e-08,38.5438176884264,0.856269235560302,5236,4,-6.50248478928778e-07,-4.94838427030096e-07,-60.4667670287191,0.0156355481972239,-0.184114415891553,0.864123125924892,5459,1,";11;12;13;14;1",0,0,FALSE
"3809","TurboCharger","{DEALERSHIP=Re-Import,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=France,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",8.981664e-07,0.003402413,2.368283,41198,5.677747e-05,0.01668741,22,"*","*","Re-Import","Private","N","France","SuperRural",FALSE,6466,0.003402413,2,74581.5,137542.5,106062,1.405209514,1.79382106508807e-09,2.42128520060675,1.05324431824852e-09,4.28721216896172,0.577905703270491,5241,5,-1.179835299283e-06,-1.00044434795398e-06,-87.1672137862215,0.0166875684991798,-0.183022215339844,0.640726449140654,5464,1,";12;13;14;15;16;1",0,0,FALSE
"3810","TurboCharger","{MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=France,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",3.143582e-06,0.003355558,2.33567,41205,9.923307e-06,0.002957275,77,"Opal","*","*","Private","N","France","SuperRural",FALSE,22947,0.003355558,2,73987.5,152288.5,113138,1.405209514,6.13108039431685e-09,2.38794141839265,3.56690493592049e-09,7.88696632544434,0.572393487377632,5243,5,-1.17549803995377e-06,-9.97930687336312e-07,-83.5674596297389,0.00295718327622404,-0.197027127177488,0.635709768688248,5466,1,";10;13;14;15;16;1",0,0,FALSE
"3811","TurboCharger","{MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=UnitedKingdom,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.833076e-05,0.00319382,2.22309,41188,8.751143e-06,0.002740024,449,"Opal","*","*","Private","N","UnitedKingdom","SuperRural",FALSE,140584,0.00319382,2,72048.5,162249.5,117149,1.405209514,3.27865895523494e-08,2.27284256773115,1.84672133144652e-08,17.9026999011977,0.553351587360602,5253,5,-1.14884253079574e-06,-9.83030378957767e-07,-73.5517260539856,0.00273997908460714,-0.197251175763963,0.598666487153315,5476,1,";10;13;14;15;16;1",0,0,FALSE
"3812","TurboCharger","{AGE=OutofWarranty,MODEL=Lamura,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=SmallTown}=>{FAULT_TYPE=TurboCharger}",3.26606e-07,0.003407155,2.371584,59010,7.998312e-05,0.02347505,8,"Lamura","OutofWarranty","VWDealer","*","N","Spain","SmallTown",FALSE,2348,0.003407155,1,74647.5,121179.5,97913.5,1.405209514,6.53847407400516e-10,2.42465978635553,3.84218572420089e-10,2.58962038282684,0.578396316282717,5264,6,-8.40206432246719e-07,-5.743081713509e-07,-70.9554867104657,0.0234750106760625,-0.175884951138914,0.618549200139119,5489,1,";10;11;12;14;15;16;1",0,0,FALSE
"3813","TurboCharger","{AGE=OutofWarranty,MODEL=Lamura,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=SmallTown}=>{FAULT_TYPE=TurboCharger}",2.857802e-07,0.003856749,2.684528,73766,0.0004495943,0.1165734,7,"Lamura","OutofWarranty","VWDealer","Private","N","Spain","SmallTown",FALSE,1815,0.003856749,0,78667.5,122424.5,100546,1.405209514,7.00601444616977e-10,2.74460780515325,4.45369764968445e-10,2.78812357445336,0.627541599793999,5265,7,-1.18092851890347e-06,-1.00105222250726e-06,-88.6663023807299,0.116573310837703,-0.0679477412853309,0.663016182800592,5490,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"3814","TurboCharger","{AGE=OutofWarranty,MODEL=Lamura,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=SmallTown}=>{FAULT_TYPE=TurboCharger}",3.674317e-07,0.003327172,2.315911,40005,0.001322031,0.3973436,9,"Lamura","OutofWarranty","*","*","N","Spain","SmallTown",FALSE,2705,0.003327172,2,73562.5,122544.5,98053.5,1.405209514,7.06189943567206e-10,2.36774087198502,4.07980287825719e-10,2.66847631557085,0.568267207237473,5266,5,-1.45365239480651e-07,-3.38761553854771e-07,-19.9945906196921,0.397343750187847,0.45933777851978,0.609379376840151,5491,1,";10;11;14;15;16;1",0,0,FALSE
"3815","TurboCharger","{AGE=OutofWarranty,MODEL=Opal,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Holland,GEO_TYPE=SmallTown}=>{FAULT_TYPE=TurboCharger}",4.082575e-07,0.002760906,1.921756,73772,4.289797e-05,0.01553764,10,"Opal","OutofWarranty","VWDealer","Private","N","Holland","SmallTown",FALSE,3622,0.002760906,0,64954.5,118124.5,91539.5,1.405209514,5.53473258133145e-10,1.96476466497935,2.71813951972318e-10,2.178068351499,0.479713401706156,5267,7,-1.18107564708996e-06,-1.00122577832026e-06,-89.2763576036843,0.0155376532196315,-0.184216752147497,0.529262495716986,5492,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"3816","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,GEO_TYPE=SmallTown}=>{FAULT_TYPE=TurboCharger}",1.592204e-06,0.002005141,1.395698,8261,0.0002454714,0.122421,39,"Lamura","*","*","*","N","*","SmallTown",FALSE,19450,0.002005141,4,49918.5,127739.5,88829,1.405209514,9.55213311735144e-10,1.42693383443745,2.86023715423259e-10,2.23355303694743,0.28373816586911,5271,3,-1.45116216112483e-07,-3.81359959828967e-08,-20.4295138983155,0.122420817289158,-0.0605016452456595,0.327361018501941,5496,1,";10;14;16;1",0,0,FALSE
"3817","TurboCharger","{MODEL=Ultima,GEO_TYPE=SuperUrban}=>{FAULT_TYPE=TurboCharger}",1.796333e-06,0.003813816,2.654645,2034,0.001326228,0.3477429,44,"Ultima","*","*","*","*","*","SuperUrban",FALSE,11537,0.003813816,5,79480,148821,114150.5,1.405209514,4.32665931481584e-09,2.71405506581277,2.7337785614959e-09,6.90632654821242,0.623595455156273,5279,2,-2.85022601539106e-07,-1.38324230599688e-07,-39.9727897008433,0.347742785703348,0.333137624331906,0.599964182855177,5504,1,";10;16;1",0,0,FALSE
"3818","TurboCharger","{MODEL=Ultima,USER_CUSTOMISED=Unknown,GEO_TYPE=SuperUrban}=>{FAULT_TYPE=TurboCharger}",1.63303e-06,0.003848374,2.678699,8287,3.455765e-05,0.008979804,40,"Ultima","*","*","*","Unknown","*","SuperUrban",FALSE,10394,0.003848374,4,79812,147922,113867,1.405209514,3.98976090057258e-09,2.73864783981245,2.53399987422551e-09,6.6493451139422,0.626950456080356,5280,3,-2.85359499953349e-07,-1.38524009286958e-07,-40.2297711351135,0.00897989644457635,-0.190921241718941,0.603556463067259,5505,1,";10;14;16;1",0,0,FALSE
"3819","TurboCharger","{AGE=OutofWarranty,MODEL=Opal,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SmallTown}=>{FAULT_TYPE=TurboCharger}",4.082575e-08,0.003401361,2.367551,73780,0.0007971939,0.234375,1,"Opal","OutofWarranty","VWFranchise","Private","N","Switzerland","SmallTown",FALSE,294,0.003401361,0,49898,80242,65070,1.405209514,8.14943815295645e-11,2.42053655779618,4.7827058347087e-11,0.913696524156283,0.577629476020159,5292,7,-1.18154762596656e-06,-1.00144976521389e-06,-90.540729431027,0.234375004593749,0.106462592916325,0.916306854814881,5519,1,";10;11;12;13;14;15;16;1",0,0,FALSE
"3820","TurboCharger","{MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,GEO_TYPE=SuperUrban}=>{FAULT_TYPE=TurboCharger}",1.551378e-06,0.003979891,2.770242,21334,5.177559e-05,0.0130093,38,"Ultima","*","VWDealer","Private","*","*","SuperUrban",FALSE,9548,0.003979891,3,81353,147925,114639,1.405209514,3.99430421438771e-09,2.83224028897373,2.58501392780659e-09,6.71605936720026,0.639269959850772,5314,4,-1.1776348161337e-06,-9.98912578344426e-07,-84.738366587983,0.01300940151376,-0.186799223712219,0.616657089352447,5545,1,";10;12;13;16;1",0,0,FALSE
"3821","TurboCharger","{MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=Unknown,GEO_TYPE=SuperUrban}=>{FAULT_TYPE=TurboCharger}",1.388075e-06,0.004045211,2.815709,40129,6.29103e-05,0.0155518,34,"Ultima","*","VWDealer","Private","Unknown","*","SuperUrban",FALSE,8405,0.004045211,2,82042.5,146968.5,114505.5,1.405209514,3.66452006267945e-09,2.8787244604437,2.39237493686463e-09,6.4611205103259,0.645071037087321,5315,5,-1.17796460028541e-06,-9.99105217335368e-07,-84.9933054448574,0.0155517227655122,-0.184180127061925,0.622847114773494,5546,1,";10;12;13;14;16;1",0,0,FALSE
"3822","TurboCharger","{MODEL=Ultima,DEALERSHIP=VWDealer,COUNTRY=Spain,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",5.307347e-07,0.004051106,2.819813,21985,6.477369e-05,0.01598914,13,"Ultima","*","VWDealer","*","*","Spain","SuperRural",FALSE,3209,0.004051106,3,82096,134198,108147,1.405209514,1.40426907772826e-09,2.88291956440597,9.1728956003345e-10,4.00122081358463,0.645451054424415,5317,4,-8.39456010576392e-07,-5.73775100363287e-07,-69.5438862797079,0.0159889669635896,-0.183693359079154,0.574124448977637,5548,1,";10;12;15;16;1",0,0,FALSE
"3823","TurboCharger","{MODEL=Ultima,DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,COUNTRY=Holland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.63303e-07,0.00620155,4.31665,41213,0.002497127,0.4026617,4,"Ultima","*","VWDealer","Private","*","Holland","SuperRural",FALSE,645,0.00620155,2,84574.5,124341.5,104458,1.405209514,7.83256790385258e-10,4.41325648468389,6.05794457986774e-10,3.25180634431504,0.768359127583082,5318,5,-1.1808458635577e-06,-1.00089179781425e-06,-88.2026196108682,0.40266175391636,0.474097440915936,0.736901581056349,5549,1,";10;12;13;15;16;1",0,0,FALSE
"3824","TurboCharger","{MODEL=Opal,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",8.981664e-07,0.005103224,3.55215,60213,5.825831e-05,0.01141598,22,"Opal","*","VWFranchise","Private","N","Spain","SuperRural",FALSE,4311,0.005103224,1,90531.5,145849.5,118190.5,1.405209514,3.32143235803847e-09,3.6316463482185,2.40727560869198e-09,6.48175230333372,0.718606805864007,5324,6,-1.17830768799005e-06,-9.9909031666354e-07,-84.9726736518495,0.0114159206023487,-0.188407875353509,0.944217498585208,5555,1,";10;12;13;14;15;16;1",0,0,FALSE
"3825","TurboCharger","{DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,COUNTRY=Spain,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",9.798179e-07,0.005015674,3.491209,21997,0.001113481,0.2220004,24,"*","*","VWFranchise","Private","*","Spain","SuperRural",FALSE,4785,0.005015674,3,89930.5,146572.5,118251.5,1.405209514,3.5375977306971e-09,3.56934247173052,2.54698905824991e-09,6.66712902278817,0.713705731037574,5325,4,-1.17809152261739e-06,-9.98950603213982e-07,-84.7872969323951,0.222000273542499,0.0853547124232998,0.943243799337836,5556,1,";12;13;15;16;1",0,0,FALSE
"3826","TurboCharger","{MODEL=Lamura,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Holland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",2.408719e-06,0.003895932,2.711802,41251,0.0001798034,0.04615156,59,"Lamura","*","*","Private","N","Holland","SuperRural",FALSE,15144,0.003895932,2,80416.5,152091.5,116254,1.405209514,5.99945057575543e-09,2.77249190329635,3.83790314244776e-09,8.18239523085272,0.63163205815489,5331,5,-1.17562966977233e-06,-9.97659689129785e-07,-83.2720307243305,0.0461514728696497,-0.15160468969944,0.653809152726485,5562,1,";10;13;14;15;16;1",0,0,FALSE
"3827","TurboCharger","{MODEL=Opal,DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",6.940377e-07,0.005047506,3.513366,60267,8.472678e-05,0.01678587,17,"Opal","*","VWFranchise","Private","N","Switzerland","SuperRural",FALSE,3368,0.005047506,1,90141.5,142348.5,116245,1.405209514,2.52789107586152e-09,3.59199532148912,1.824385141746e-09,5.64281935669431,0.71547107202207,5335,6,-1.17910122927223e-06,-9.99673207130486e-07,-85.811606598489,0.0167859136769725,-0.182871425562216,0.943601731231226,5566,1,";10;12;13;14;15;16;1",0,0,FALSE
"3828","TurboCharger","{DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",7.348634e-07,0.004962779,3.454391,41284,0.001060587,0.2137082,18,"*","*","VWFranchise","Private","N","Switzerland","SuperRural",FALSE,3627,0.004962779,2,89560.5,142797.5,116179,1.405209514,2.61432760821821e-09,3.53170039809451,1.87435904086423e-09,5.71955157359635,0.710618634323532,5336,5,-1.17901479273987e-06,-9.99623233231368e-07,-85.7348743815869,0.213708085731805,0.0717994379948519,0.942638872293124,5567,1,";12;13;14;15;16;1",0,0,FALSE
"3829","TurboCharger","{MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",6.368816e-06,0.003381234,2.353541,41288,4.201437e-05,0.01242575,156,"Opal","*","VWDealer","*","N","Switzerland","SuperRural",FALSE,46137,0.003381234,2,74403.5,157921.5,116162.5,1.405209514,1.25849363628286e-08,2.40621342676164,7.3686330228627e-09,11.3305713225071,0.576193696798252,5337,5,-8.28275343291291e-07,-5.67323756900457e-07,-63.6171621612539,0.012425641052941,-0.187414768590535,0.601111310249453,5568,1,";10;12;14;15;16;1",0,0,FALSE
"3830","TurboCharger","{DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",7.266983e-06,0.003331836,2.319157,41291,2.621351e-05,0.007867587,178,"*","*","VWDealer","Private","N","Switzerland","SuperRural",FALSE,53424,0.003331836,2,73741,158676,116208.5,1.405209514,1.40007619211117e-08,2.37105994999689,8.11360482887351e-09,11.8877739554371,0.570052214513293,5338,5,-1.16762835842698e-06,-9.93383987443359e-07,-79.5666519997461,0.00786773418619647,-0.192067038082811,0.595197362655305,5569,1,";12;13;14;15;16;1",0,0,FALSE
"3831","TurboCharger","{DEALERSHIP=VWDealer,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",7.961021e-06,0.003253308,2.264497,22032,1.487817e-05,0.004573244,195,"*","*","VWDealer","*","N","Switzerland","SuperRural",FALSE,59939,0.003253308,3,72708,158977,115842.5,1.405209514,1.47127508571142e-08,2.31517646841096,8.37833833700732e-09,12.0785463160003,0.559770584421519,5339,4,-8.26147528797006e-07,-5.66314051586313e-07,-61.4665607772922,0.00457349872806379,-0.195403023651149,0.585426279958737,5570,1,";12;14;15;16;1",0,0,FALSE
"3832","TurboCharger","{CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",9.59405e-06,0.003305622,2.300911,22033,1.040765e-06,0.0003148469,235,"*","*","*","Private","N","Switzerland","SuperRural",FALSE,71091,0.003305622,3,73414,160043,116728.5,1.405209514,1.82326524113083e-08,2.35240508057078,1.05125194386946e-08,13.5266420607536,0.567035283650019,5340,4,-1.16339646793678e-06,-9.90985072833538e-07,-77.9277838944297,0.000314615524703035,-0.199682484086641,0.591987226609697,5571,1,";13;14;15;16;1",0,0,FALSE
