AGE;MODEL;DEALERSHIP;CUSTOMER_TYPE;USER_CUSTOMISED;COUNTRY;GEO_TYPE;FAULT_TYPE;OBJECT_COUNT;EVENT_COUNT;EVENT_RATE;AGGREGATION_LEVEL;SUBSET_TYPE;SIGNIFICANCE
In Warranty;*;Branch;Private;N;Spain;*;Break Pad;17473;113;6,467120701;2;singleton;0
In Warranty;Opal;Branch;*;N;*;Village;Break Pad;17373;113;6,504345824;2;minimal;0
In Warranty;Opal;Re-Import;*;N;*;Suburban;Exhaust;32454;113;3,481851236;2;minimal;1
*;Eleganz;Re-Import;Other;N;*;Urban;Gearbox;68053;113;1,660470516;2;minimal;1
Out of Warranty;Lamura;Branch;*;*;Holland;Rural;Turbo Charger;46565;113;2,426715344;2;maximal;0
Out of Warranty;Lamura;*;Private;*;Switzerland;Very Rural;Turbo Charger;45463;113;2,48553769;2;maximal;0
Out of Warranty;*;*;Private;Unknown;United Kingdom;Suburban;Turbo Charger;61624;113;1,833701155;2;maximal;0
Out of Warranty;*;*;Private;Unknown;Portugal;Village;Turbo Charger;60510;113;1,867459924;2;maximal;0
*;Lamura;Re-Import;Corporate;*;Germany;Urban;Turbo Charger;54312;113;2,080571513;2;maximal;0
In Warranty;Opal;Re-Import;Corporate;N;*;*;Turbo Charger;14645;112;7,647661318;2;minimal;0
In Warranty;Eleganz;*;Other;N;Austria;*;Spark Plugs;30011;112;3,731964946;2;minimal;0
*;Opal;Re-Import;Corporate;N;Germany;*;Turbo Charger;53930;112;2,076766178;2;minimal;0
Out of Warranty;Lamura;*;Corporate;N;*;Super Rural;Turbo Charger;50244;112;2,229121885;2;minimal;0
*;Hopper;Franchise;Other;Y;*;Village;Break Fluid;26860;112;4,169769173;2;minimal;0
Out of Warranty;Opal;*;Private;*;Portugal;Super Rural;Turbo Charger;52412;112;2,13691521;2;maximal;0
Out of Warranty;*;Branch;*;Unknown;Holland;Village;Turbo Charger;56118;112;1,995794576;2;maximal;0
*;Eleganz;Franchise;Other;*;United Kingdom;Rural;Gearbox;48438;112;2,312234196;2;redundant;0
*;Eleganz;Franchise;Other;*;Holland;Urban;Gearbox;30010;112;3,732089304;2;redundant;0
*;Eleganz;Franchise;*;N;United Kingdom;Rural;Gearbox;48438;112;2,312234196;2;redundant;0
*;Eleganz;Franchise;*;N;Holland;Urban;Gearbox;30010;112;3,732089304;2;redundant;0
*;*;Franchise;Other;N;United Kingdom;Rural;Gearbox;48438;112;2,312234196;2;redundant;0
*;*;Franchise;Other;N;Holland;Urban;Gearbox;30010;112;3,732089304;2;redundant;0
*;Hopper;Dodgy Dealer;Other;Unknown;Belgium;*;Gearbox;38411;111;2,889797194;2;minimal;0
In Warranty;Hopper;Dodgy Dealer;Other;*;*;Suburban;Gearbox;18475;111;6,00811908;2;minimal;0
In Warranty;Opal;*;Private;N;*;Super Rural;Break Pad;14202;111;7,815800591;2;minimal;0
In Warranty;*;Branch;Private;N;*;Super Rural;Break Pad;11121;111;9,981116806;2;singleton;0
*;Ultima;Branch;Private;Y;*;Urban;Turbo Charger;23357;111;4,752322644;2;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;*;*;Holland;Rural;Gearbox;43987;111;2,523472844;2;maximal;0
Out of Warranty;*;Branch;*;Unknown;United Kingdom;Suburban;Turbo Charger;59598;111;1,862478607;2;maximal;0
Out of Warranty;*;Dodgy Dealer;*;N;Holland;Rural;Gearbox;45446;111;2,442459182;2;maximal;0
*;Eleganz;Franchise;Other;*;Germany;Super Urban;Gearbox;32409;111;3,424974544;2;redundant;0
*;Eleganz;Franchise;*;N;Germany;Super Urban;Gearbox;32409;111;3,424974544;2;redundant;0
*;Opal;Re-Import;*;N;Holland;Very Rural;Turbo Charger;35145;111;3,158344003;2;minimal;0
*;Eleganz;*;Other;N;Spain;Urban;Gearbox;48423;111;2,292299114;2;minimal;0
*;*;Franchise;Other;N;Germany;Super Urban;Gearbox;32409;111;3,424974544;2;redundant;0
In Warranty;Ultima;*;Private;Unknown;Belgium;*;Turbo Charger;14256;110;7,716049383;2;minimal;0
Out of Warranty;*;Franchise;Private;N;United Kingdom;*;Turbo Charger;57267;110;1,920827003;2;singleton;0
In Warranty;Hopper;*;Other;Unknown;*;Suburban;Gearbox;19196;110;5,730360492;2;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;*;*;France;Village;Gearbox;46325;110;2,374527793;2;maximal;0
Out of Warranty;Opal;Branch;*;*;France;Village;Turbo Charger;48222;110;2,281116503;2;maximal;0
Out of Warranty;Lamura;*;*;N;Belgium;Rural;Turbo Charger;44785;110;2,456179524;2;minimal;0
Out of Warranty;*;Franchise;Other;*;Germany;Suburban;Gearbox;46625;110;2,35924933;2;minimal;0
Out of Warranty;*;Re-Import;Corporate;*;Germany;Super Urban;Turbo Charger;62204;110;1,768375024;2;singleton;0
Out of Warranty;*;Dodgy Dealer;*;N;France;Village;Gearbox;47369;110;2,32219384;2;maximal;0
*;Opal;Branch;Private;*;Belgium;Village;Turbo Charger;42897;110;2,564281885;2;maximal;0
*;Opal;Re-Import;Private;*;Portugal;Village;Turbo Charger;42579;110;2,583433148;2;maximal;0
In Warranty;Eleganz;Dodgy Dealer;Other;*;Switzerland;*;Gearbox;9080;109;12,00440529;2;redundant;0
In Warranty;Eleganz;Dodgy Dealer;*;N;Switzerland;*;Gearbox;9080;109;12,00440529;2;redundant;0
Out of Warranty;Hopper;*;Other;Unknown;Portugal;*;Gearbox;53990;109;2,018892387;2;minimal;0
In Warranty;*;Dodgy Dealer;Other;N;Switzerland;*;Gearbox;9080;109;12,00440529;2;redundant;0
*;Opal;Re-Import;Corporate;N;Switzerland;*;Turbo Charger;59398;109;1,835078622;2;minimal;0
In Warranty;Ultima;Branch;*;Y;*;Suburban;Break Pad;19914;109;5,473536206;2;redundant;0
In Warranty;Eleganz;*;Other;N;*;Village;Spark Plugs;34200;109;3,187134503;2;minimal;0
In Warranty;Ultima;*;Private;Y;*;Suburban;Break Pad;22949;109;4,749662295;2;redundant;0
In Warranty;*;Branch;Private;Y;*;Suburban;Break Pad;19910;109;5,474635861;2;redundant;0
Out of Warranty;Ultima;Branch;*;*;Portugal;Village;Turbo Charger;60292;109;1,807868374;2;singleton;0
Out of Warranty;Eleganz;*;Other;*;Switzerland;Urban;Gearbox;60889;109;1,790142719;2;redundant;0
Out of Warranty;Hopper;*;Other;*;Holland;Suburban;Gearbox;50349;109;2,164889074;2;minimal;0
Out of Warranty;Eleganz;*;*;N;Switzerland;Urban;Gearbox;60889;109;1,790142719;2;redundant;0
Out of Warranty;*;Franchise;Other;*;France;Village;Gearbox;50717;109;2,149180748;2;minimal;0
Out of Warranty;*;Re-Import;Private;*;Holland;Very Rural;Turbo Charger;39870;109;2,733885127;2;singleton;0
Out of Warranty;*;Re-Import;*;N;United Kingdom;Super Rural;Turbo Charger;36820;109;2,960347637;2;minimal;0
Out of Warranty;*;*;Other;N;Switzerland;Urban;Gearbox;61218;109;1,780522069;2;maximal;0
*;Lamura;Re-Import;Corporate;*;Portugal;Suburban;Turbo Charger;59797;109;1,822833921;2;maximal;0
*;Lamura;Branch;*;N;Switzerland;Very Rural;Turbo Charger;42928;109;2,539135296;2;minimal;0
*;Opal;Branch;*;N;Portugal;Super Rural;Turbo Charger;42219;109;2,581775978;2;minimal;0
In Warranty;Ultima;Branch;*;Unknown;Belgium;*;Turbo Charger;13407;108;8,055493399;2;minimal;0
In Warranty;Opal;Branch;Private;*;*;Super Rural;Break Pad;9775;108;11,04859335;2;maximal;0
In Warranty;Opal;*;Private;*;France;Suburban;Turbo Charger;8312;108;12,99326275;2;maximal;0
*;Ultima;Branch;Private;*;Belgium;Village;Turbo Charger;32262;108;3,347591594;2;singleton;0
*;Ultima;Branch;*;Unknown;Switzerland;Village;Turbo Charger;55701;108;1,938923897;2;minimal;0
In Warranty;Opal;Branch;*;N;Austria;*;Break Pad;15254;107;7,01455356;2;minimal;0
*;Hopper;Dodgy Dealer;Other;Unknown;Germany;*;Gearbox;27064;107;3,953591487;2;minimal;0
Out of Warranty;Opal;Franchise;*;N;*;Super Rural;Turbo Charger;32594;107;3,282812788;2;minimal;0
In Warranty;Opal;*;Corporate;N;*;Suburban;Turbo Charger;15930;107;6,716886378;2;minimal;0
In Warranty;*;Branch;Corporate;N;*;Suburban;Turbo Charger;18702;107;5,721313229;2;singleton;0
In Warranty;Eleganz;Dodgy Dealer;*;*;Germany;Urban;Gearbox;6132;107;17,44944553;2;maximal;0
In Warranty;Opal;Branch;*;*;Germany;Urban;Turbo Charger;6809;107;15,71449552;2;maximal;0
Out of Warranty;Opal;*;Private;*;Germany;Suburban;Turbo Charger;45423;107;2,355634811;2;maximal;0
In Warranty;Eleganz;*;Other;*;Germany;Urban;Spark Plugs;19330;107;5,535437144;2;redundant;0
Out of Warranty;Lamura;*;*;N;Portugal;Rural;Turbo Charger;60970;107;1,754961456;2;minimal;0
In Warranty;Eleganz;*;*;N;Germany;Urban;Spark Plugs;19330;107;5,535437144;2;redundant;0
In Warranty;Opal;*;*;N;Spain;Suburban;Turbo Charger;8589;107;12,45779485;2;minimal;1
In Warranty;*;Dodgy Dealer;*;N;Germany;Urban;Gearbox;6155;107;17,38424045;2;maximal;0
In Warranty;*;*;Other;N;Germany;Urban;Spark Plugs;19905;107;5,375533785;2;maximal;0
*;Eleganz;Dodgy Dealer;Other;*;Austria;Urban;Gearbox;43202;107;2,476737188;2;redundant;0
*;Eleganz;Dodgy Dealer;*;N;Austria;Urban;Gearbox;43202;107;2,476737188;2;redundant;0
*;Lamura;Branch;*;N;Holland;Very Rural;Turbo Charger;46757;107;2,288427401;2;minimal;0
*;*;Dodgy Dealer;Other;N;Austria;Urban;Gearbox;43202;107;2,476737188;2;redundant;0
In Warranty;Opal;Re-Import;Private;*;Belgium;*;Turbo Charger;6841;106;15,4948107;2;maximal;0
In Warranty;Opal;*;Private;N;Spain;*;Break Pad;22294;106;4,754642505;2;minimal;0
Out of Warranty;Opal;Franchise;Private;*;*;Super Rural;Turbo Charger;32177;106;3,294278522;2;maximal;0
In Warranty;Opal;*;Private;N;*;Suburban;Exhaust;60003;106;1,766578338;2;minimal;0
In Warranty;Ultima;*;Private;Unknown;*;Village;Turbo Charger;18899;106;5,608762368;2;minimal;0
Out of Warranty;Opal;Re-Import;*;*;Portugal;Village;Turbo Charger;50292;106;2,107691084;2;maximal;0
Out of Warranty;Lamura;*;Private;*;Holland;Very Rural;Turbo Charger;49028;106;2,16202986;2;maximal;0
Out of Warranty;Ultima;*;Private;*;Switzerland;Village;Turbo Charger;59651;106;1,7770029;2;singleton;0
In Warranty;Opal;*;*;N;Belgium;Urban;Turbo Charger;5669;106;18,6981831;2;minimal;1
Out of Warranty;*;Franchise;Other;*;Switzerland;Rural;Gearbox;43758;106;2,422414187;2;minimal;0
*;Eleganz;Franchise;Other;*;Portugal;Rural;Gearbox;38522;106;2,751674368;2;redundant;0
*;Eleganz;Franchise;*;N;Portugal;Rural;Gearbox;38522;106;2,751674368;2;redundant;0
*;Lamura;*;Private;N;Switzerland;Rural;Turbo Charger;55101;106;1,923740041;2;minimal;0
*;*;Franchise;Other;N;Portugal;Rural;Gearbox;38522;106;2,751674368;2;redundant;0
Out of Warranty;Opal;Franchise;Private;*;France;*;Turbo Charger;53033;105;1,979899308;2;redundant;0
In Warranty;Opal;Branch;Private;*;Spain;*;Break Pad;13789;105;7,614765393;2;maximal;0
Out of Warranty;Opal;Franchise;*;N;France;*;Turbo Charger;54860;105;1,913962814;2;redundant;0
*;Opal;Franchise;Private;N;United Kingdom;*;Turbo Charger;50870;105;2,064084922;2;minimal;0
Out of Warranty;Hopper;Franchise;Other;*;*;Urban;Gearbox;47401;105;2,21514314;2;minimal;0
In Warranty;*;Branch;Private;N;*;Super Rural;Turbo Charger;11121;105;9,441596979;2;singleton;0
Out of Warranty;*;Branch;*;Unknown;Portugal;Village;Turbo Charger;56628;105;1,8542064;2;maximal;0
*;Lamura;Branch;Private;*;Holland;Rural;Turbo Charger;38058;105;2,758946871;2;maximal;0
*;Opal;Branch;*;N;France;Very Rural;Turbo Charger;35956;105;2,920235844;2;minimal;0
*;Ultima;*;Private;Unknown;Belgium;Village;Turbo Charger;31882;105;3,293394392;2;minimal;0
In Warranty;Opal;Re-Import;*;N;Portugal;*;Turbo Charger;10668;104;9,748781402;2;minimal;0
*;Opal;Re-Import;Corporate;N;Belgium;*;Turbo Charger;49937;104;2,082624106;2;minimal;0
In Warranty;Ultima;Branch;*;Unknown;*;Village;Turbo Charger;17412;104;5,972892258;2;minimal;0
Out of Warranty;Eleganz;Franchise;*;*;United Kingdom;Urban;Gearbox;53985;104;1,926461054;2;redundant;0
Out of Warranty;Lamura;Branch;*;*;Switzerland;Very Rural;Turbo Charger;42268;104;2,460490205;2;maximal;0
Out of Warranty;Hopper;*;Other;*;Belgium;Suburban;Gearbox;47368;104;2,195575072;2;minimal;0
Out of Warranty;*;Franchise;Other;*;United Kingdom;Urban;Gearbox;56297;104;1,847345329;2;redundant;0
Out of Warranty;*;Franchise;*;N;United Kingdom;Urban;Gearbox;57926;104;1,795394124;2;redundant;0
*;Opal;*;Corporate;N;Belgium;Suburban;Turbo Charger;61512;104;1,690727013;2;minimal;0
*;*;Branch;Private;Unknown;Switzerland;Village;Turbo Charger;53752;104;1,934811728;2;maximal;0
*;*;Re-Import;Private;N;Switzerland;Village;Turbo Charger;57720;104;1,801801802;2;singleton;0
Out of Warranty;Opal;Re-Import;Corporate;*;Spain;*;Turbo Charger;55963;103;1,84050176;2;maximal;0
In Warranty;Ultima;Branch;Private;*;Holland;*;Break Fluid;18038;103;5,710167424;2;singleton;0
In Warranty;Eleganz;*;Other;N;Holland;*;Spark Plugs;23854;103;4,317934099;2;minimal;1
In Warranty;*;Re-Import;Private;N;Portugal;*;Turbo Charger;11584;103;8,891574586;2;singleton;0
Out of Warranty;Lamura;*;*;N;Austria;Very Rural;Turbo Charger;52722;103;1,95364364;2;minimal;0
Out of Warranty;Ultima;*;*;Unknown;Switzerland;Village;Turbo Charger;58018;103;1,77531111;2;singleton;0
In Warranty;*;Dodgy Dealer;Other;*;Austria;Suburban;Gearbox;8437;103;12,20813085;2;minimal;0
In Warranty;*;Branch;*;N;Spain;Suburban;Turbo Charger;7697;103;13,38183708;2;singleton;1
*;Opal;Branch;*;N;United Kingdom;Urban;Turbo Charger;50374;103;2,044705602;2;minimal;0
In Warranty;Opal;Franchise;Private;N;*;*;Turbo Charger;10235;102;9,965803615;2;minimal;0
In Warranty;Opal;Re-Import;Corporate;N;*;*;Exhaust;14645;102;6,964834414;2;minimal;1
In Warranty;Eleganz;Franchise;Other;*;Germany;*;Spark Plugs;16433;102;6,207022455;2;redundant;0
In Warranty;Eleganz;Franchise;*;N;Germany;*;Spark Plugs;16433;102;6,207022455;2;redundant;0
In Warranty;*;Franchise;Other;N;Germany;*;Spark Plugs;16433;102;6,207022455;2;maximal;0
Out of Warranty;Opal;Branch;Corporate;*;*;Rural;Turbo Charger;58498;102;1,743649356;2;maximal;0
In Warranty;*;Branch;Private;N;*;Village;Break Pad;18612;102;5,480335268;2;singleton;0
*;Ultima;Branch;Private;Y;*;Village;Turbo Charger;32865;102;3,10360566;2;minimal;0
Out of Warranty;Eleganz;Franchise;*;*;Switzerland;Rural;Gearbox;42662;102;2,390886503;2;maximal;0
In Warranty;Opal;Re-Import;*;*;Germany;Urban;Turbo Charger;5742;102;17,76384535;2;maximal;0
Out of Warranty;*;Franchise;*;N;Switzerland;Rural;Gearbox;49223;102;2,072202019;2;maximal;0
Out of Warranty;*;*;Private;N;Portugal;Urban;Turbo Charger;61687;102;1,653508843;2;singleton;0
In Warranty;*;*;Private;N;Austria;Suburban;Turbo Charger;10910;102;9,349220898;2;singleton;0
*;Eleganz;Dodgy Dealer;Other;*;Austria;Rural;Gearbox;43415;102;2,349418404;2;redundant;0
*;Opal;Branch;Corporate;*;Germany;Urban;Turbo Charger;44554;102;2,289356736;2;maximal;0
*;Eleganz;Dodgy Dealer;*;N;Austria;Rural;Gearbox;43415;102;2,349418404;2;redundant;0
*;*;Dodgy Dealer;Other;N;Austria;Rural;Gearbox;43415;102;2,349418404;2;redundant;0
Out of Warranty;Opal;Re-Import;Corporate;*;Switzerland;*;Turbo Charger;57822;101;1,746739995;2;maximal;0
*;Opal;Re-Import;Corporate;N;*;Very Rural;Turbo Charger;32756;101;3,083404567;2;minimal;1
Out of Warranty;Eleganz;Franchise;*;*;France;Village;Gearbox;47568;101;2,123276152;2;maximal;0
Out of Warranty;Opal;Re-Import;*;*;Holland;Very Rural;Turbo Charger;33835;101;2,985074627;2;maximal;0
Out of Warranty;Opal;*;Private;*;United Kingdom;Urban;Turbo Charger;61130;101;1,652216588;2;maximal;0
In Warranty;Opal;*;Private;*;Belgium;Urban;Turbo Charger;4693;101;21,52141487;2;maximal;0
Out of Warranty;*;Branch;*;N;Holland;Urban;Turbo Charger;43445;101;2,324778456;2;singleton;0
Out of Warranty;*;Franchise;*;N;France;Village;Gearbox;52718;101;1,915854167;2;maximal;0
*;Eleganz;Dodgy Dealer;Other;*;United Kingdom;Urban;Gearbox;45475;101;2,22100055;2;redundant;0
*;Eleganz;Dodgy Dealer;*;N;United Kingdom;Urban;Gearbox;45475;101;2,22100055;2;redundant;0
*;Eleganz;*;Other;N;Switzerland;Very Rural;Gearbox;28413;101;3,554710872;2;minimal;0
*;Lamura;*;Corporate;N;Belgium;Urban;Turbo Charger;59423;101;1,699678576;2;minimal;0
*;Hopper;*;Other;Unknown;Holland;Suburban;Gearbox;38649;101;2,613262956;2;minimal;0
*;*;Dodgy Dealer;Other;N;United Kingdom;Urban;Gearbox;45475;101;2,22100055;2;redundant;0
Out of Warranty;Eleganz;Franchise;Other;N;*;Suburban;Gearbox;2286676;4660;2,037892557;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;*;Suburban;Gearbox;1603880;3355;2,091802379;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;*;Suburban;Turbo Charger;1357370;2807;2,067969677;1;minimal;0
Out of Warranty;Ultima;Branch;Private;Unknown;*;Suburban;Turbo Charger;1157298;2562;2,213777264;1;minimal;0
Out of Warranty;Lamura;Branch;Private;N;*;Suburban;Turbo Charger;1383033;2336;1,689041404;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;*;Very Rural;Turbo Charger;775291;2063;2,660936345;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;*;Urban;Gearbox;672016;1856;2,761839004;1;minimal;0
Out of Warranty;Eleganz;*;Other;N;Germany;Urban;Gearbox;498165;1589;3,189706222;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;*;Urban;Gearbox;573970;1521;2,649964284;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;Spain;*;Turbo Charger;562828;1473;2,617140583;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;*;Rural;Turbo Charger;610759;1450;2,374095183;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;Holland;*;Turbo Charger;541939;1370;2,527959789;1;minimal;0
Out of Warranty;Eleganz;*;Other;N;France;Suburban;Gearbox;642583;1285;1,999741668;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;Belgium;*;Turbo Charger;451912;1280;2,83240985;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;Switzerland;*;Turbo Charger;532851;1276;2,394665676;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;*;Village;Turbo Charger;602694;1246;2,067384112;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;*;Super Rural;Turbo Charger;402861;1213;3,010964079;1;minimal;0
Out of Warranty;Opal;Re-Import;Private;N;*;Suburban;Turbo Charger;627640;1207;1,923076923;1;minimal;0
In Warranty;Eleganz;Franchise;Other;N;*;Suburban;Gearbox;86557;1203;13,898356;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;*;Urban;Turbo Charger;450918;1189;2,636843062;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;*;Village;Gearbox;589071;1182;2,006549295;1;minimal;0
Out of Warranty;Eleganz;*;Other;N;Portugal;Suburban;Gearbox;636511;1179;1,852285349;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;Belgium;*;Gearbox;442022;1156;2,615254444;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;*;Village;Gearbox;575569;1139;1,978911303;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;Austria;*;Turbo Charger;487351;1099;2,25504821;1;minimal;0
Out of Warranty;Eleganz;*;Other;N;Austria;Suburban;Gearbox;555650;1077;1,938270494;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;United Kingdom;*;Turbo Charger;513490;1066;2,075989795;1;minimal;0
*;Eleganz;Franchise;Other;N;Germany;Urban;Gearbox;262583;1059;4,033010515;1;minimal;0
Out of Warranty;Eleganz;*;Other;N;Belgium;Suburban;Gearbox;456871;1055;2,309185744;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;Portugal;*;Gearbox;547737;1040;1,898721467;1;minimal;0
Out of Warranty;Eleganz;*;Other;N;Holland;Suburban;Gearbox;458213;1039;2,267504414;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;Germany;*;Gearbox;325367;1006;3,091893154;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;France;*;Gearbox;494762;995;2,011067948;1;minimal;0
Out of Warranty;Ultima;Branch;Private;Unknown;*;Urban;Turbo Charger;305899;934;3,053295369;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;Belgium;*;Gearbox;375386;930;2,477449878;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;Switzerland;*;Gearbox;442901;927;2,09301853;1;minimal;0
Out of Warranty;Eleganz;*;Other;N;Switzerland;Suburban;Gearbox;454298;919;2,022901267;1;minimal;0
Out of Warranty;*;Branch;Private;N;Germany;Urban;Turbo Charger;344912;915;2,652850582;1;singleton;0
Out of Warranty;Eleganz;*;Other;N;Spain;Suburban;Gearbox;407153;914;2,244856356;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;Holland;*;Gearbox;392346;902;2,298991197;1;minimal;0
Out of Warranty;Opal;*;Private;N;Germany;Urban;Turbo Charger;316522;886;2,799173517;1;minimal;0
*;Eleganz;Franchise;Other;N;France;Suburban;Gearbox;375490;886;2,359583478;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;Portugal;*;Gearbox;454847;882;1,939113592;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;Germany;*;Gearbox;285313;876;3,070312254;1;minimal;0
Out of Warranty;Ultima;Branch;Private;Unknown;Belgium;*;Turbo Charger;300878;870;2,891537434;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;Portugal;*;Turbo Charger;445532;863;1,937010136;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;France;*;Gearbox;395088;861;2,179261329;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;Switzerland;*;Gearbox;369562;860;2,327079083;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;*;Rural;Gearbox;348603;855;2,452646707;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;Austria;*;Gearbox;448648;851;1,896809971;1;minimal;0
*;Eleganz;Dodgy Dealer;Other;N;Germany;Urban;Gearbox;233124;847;3,633259553;1;minimal;0
*;Eleganz;Franchise;Other;N;Portugal;Suburban;Gearbox;375614;842;2,241662984;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;*;Germany;Urban;Gearbox;249800;820;3,282626101;1;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;Germany;Urban;Gearbox;249800;820;3,282626101;1;redundant;0
Out of Warranty;*;Franchise;Other;N;Germany;Urban;Gearbox;249800;820;3,282626101;1;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;Austria;*;Gearbox;392316;819;2,087602851;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;Spain;*;Gearbox;341913;811;2,37194842;1;minimal;0
Out of Warranty;*;Branch;Private;N;Belgium;Suburban;Turbo Charger;355743;809;2,274113616;1;singleton;0
Out of Warranty;Opal;Branch;Private;N;France;*;Turbo Charger;349389;808;2,312608582;1;minimal;0
Out of Warranty;Lamura;Branch;Private;N;*;Urban;Turbo Charger;366211;803;2,192724959;1;minimal;0
Out of Warranty;Lamura;Branch;Private;N;Belgium;*;Turbo Charger;321922;794;2,466435969;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;Holland;*;Gearbox;339260;792;2,334492719;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;N;Spain;*;Gearbox;349392;786;2,249622201;1;minimal;0
Out of Warranty;Opal;Branch;Private;N;Germany;*;Turbo Charger;284104;785;2,763072678;1;minimal;0
Out of Warranty;*;Branch;Private;N;Holland;Suburban;Turbo Charger;330324;754;2,282607379;1;singleton;0
Out of Warranty;Eleganz;*;Other;N;Belgium;Urban;Gearbox;250825;743;2,962224659;1;minimal;0
Out of Warranty;Eleganz;Dodgy Dealer;Other;*;Germany;Urban;Gearbox;226992;740;3,260026785;1;redundant;0
Out of Warranty;Eleganz;Dodgy Dealer;*;N;Germany;Urban;Gearbox;226992;740;3,260026785;1;redundant;0
Out of Warranty;*;Dodgy Dealer;Other;N;Germany;Urban;Gearbox;226992;740;3,260026785;1;redundant;0
*;Eleganz;Franchise;Other;N;Austria;Suburban;Gearbox;324739;740;2,278753091;1;minimal;0
*;Eleganz;Franchise;Other;N;Holland;Suburban;Gearbox;262228;734;2,799090867;1;minimal;0
*;Eleganz;Franchise;Other;N;Belgium;Suburban;Gearbox;260187;732;2,813361159;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;N;United Kingdom;*;Gearbox;362089;710;1,960843881;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;*;France;Suburban;Gearbox;362085;709;1,95810376;1;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;France;Suburban;Gearbox;362085;709;1,95810376;1;redundant;0
Out of Warranty;*;Franchise;Other;N;France;Suburban;Gearbox;362085;709;1,95810376;1;redundant;0
Out of Warranty;Ultima;Branch;Private;Unknown;*;Village;Turbo Charger;364635;707;1,938925227;1;minimal;0
Out of Warranty;Lamura;Branch;Private;N;Holland;*;Turbo Charger;325831;706;2,166767435;1;minimal;0
Out of Warranty;Lamura;Branch;Private;N;*;Village;Turbo Charger;410164;693;1,689568075;1;minimal;0
Out of Warranty;Ultima;Branch;Private;Unknown;Spain;*;Turbo Charger;267604;675;2,522383821;1;minimal;0
*;Opal;Branch;Private;N;Germany;Urban;Turbo Charger;207057;673;3,250312716;1;minimal;0
Out of Warranty;Eleganz;Franchise;Other;*;Portugal;Suburban;Gearbox;361438;668;1,848173131;1;redundant;0
Out of Warranty;Eleganz;Franchise;*;N;Portugal;Suburban;Gearbox;361438;668;1,848173131;1;redundant;0
Out of Warranty;Opal;Branch;*;N;Germany;Urban;Turbo Charger;244828;668;2,728446093;1;minimal;0
Out of Warranty;*;Franchise;Other;N;Portugal;Suburban;Gearbox;361438;668;1,848173131;1;redundant;0
Out of Warranty;Lamura;Branch;Private;N;Spain;*;Turbo Charger;310948;667;2,145053192;1;minimal;0
*;Eleganz;Franchise;Other;N;Spain;Suburban;Gearbox;226704;661;2,915696238;1;minimal;0
Out of Warranty;*;Branch;Private;N;France;Suburban;Turbo Charger;380426;659;1,732268562;1;singleton;0
Out of Warranty;Opal;*;Private;N;Belgium;Suburban;Turbo Charger;281840;657;2,33110985;1;minimal;0
