"","FAULT_TYPE","rules","support","confidence","lift","itemset","improvement","rel_improvement","FAULT_COUNT","MODEL","AGE","DEALERSHIP","CUSTOMER_TYPE","USER_CUSTOMISED","COUNTRY","GEO_TYPE","COMPRESSED","OBJECT_COUNT","FAULT_RATE","AGGREGATION_LEVEL","MIN_RANK","MAX_RANK","SIMPLE_COMBI","AVG_FAULT_RATE","PS_RATIO","LIFT","CHI_SQUARE","BINOMIAL_TEST","ZHANG","row_num","SET_SIZE","min_imp_psr","min_imp_chi","min_imp_bin","min_improvement","min_improvement_adj","max_improvement","LIST_ID","classification","rules_attributes","count_neg","COMBI","suppressed"
"3958","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Austria,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.50647e-05,0.003793486,2.640494,22040,0.0001717188,0.04526675,369,"Opal","*","*","*","N","Austria","SuperRural",FALSE,97272,0.003793486,3,79498.5,162523.5,121011,1.405209514,3.59786687786442e-08,2.69958747233475,2.2741509578559e-08,19.8844387233624,0.623760007415923,6175,4,-7.31374232660057e-07,-4.45273167087315e-07,-55.0632947603986,0.0452665437542144,-0.152585633860627,0.657712194008361,6446,1,";10;14;15;16;1",0,0,FALSE
"3959","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Austria,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.408488e-05,0.003670838,2.555123,8559,4.907007e-05,0.01336754,345,"*","*","VWDealer","*","*","Austria","SuperRural",FALSE,93984,0.003670838,4,78083,162181,120132,1.405209514,3.19111053498917e-08,2.61230653751466,1.97712911024739e-08,18.5417392814389,0.610973656416505,6176,3,-8.08949174304228e-07,-5.54921098820846e-07,-55.0033678118536,0.013367519896002,-0.186449809760646,0.646275863985281,6447,1,";12;15;16;1",0,0,FALSE
"3960","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Austria,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",1.735094e-05,0.003735902,2.600412,8560,0.0001141349,0.03055084,425,"*","*","*","Private","*","Austria","SuperRural",FALSE,113761,0.003735902,4,78853,162771,120812,1.405209514,4.04397054830368e-08,2.65860852974555,2.534657093418e-08,20.9853630866698,0.618317221743563,6177,3,-1.14118941486505e-06,-9.76151021338053e-07,-70.4690628685134,0.0305505872477383,-0.168485075392708,0.652436279110105,6448,1,";13;15;16;1",0,0,FALSE
"3961","TurboCharger","{DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",5.674779e-06,0.003902193,2.71616,8573,0.0001409889,0.0361307,139,"*","*","VWFranchise","Private","*","*","SuperRural",FALSE,35621,0.003902193,4,80547,158754,119650.5,1.405209514,1.41698294496996e-08,2.77694746663948,9.08037147569401e-09,12.5806631741374,0.632753311750491,6180,3,-1.16745929089839e-06,-9.92417220796538e-07,-78.8737627810459,0.0361307090653896,-0.162509393704736,0.92704855961763,6451,1,";12;13;16;1",0,0,FALSE
"3962","TurboCharger","{MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",7.10368e-05,0.003160298,2.199757,22077,2.908339e-05,0.009202738,1740,"Opal","*","*","Private","N","*","SuperRural",FALSE,550581,0.003160298,3,72146.5,164966.5,118556.5,1.405209514,1.24675869762285e-07,2.2489870503396,7.0831558056043e-08,34.7651764855831,0.557945684642637,6181,4,-1.0569532505858e-06,-9.30666034216189e-07,-56.6892494696002,0.00920261317128956,-0.190711575947203,0.573225056624407,6452,1,";10;13;14;16;1",0,0,FALSE
"3963","TurboCharger","{CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,GEO_TYPE=SuperRural}=>{FAULT_TYPE=TurboCharger}",8.781618e-05,0.003116438,2.169228,8581,1.110794e-05,0.003564306,2151,"*","*","*","Private","N","*","SuperRural",FALSE,690211,0.003116438,4,71517,165173,118345,1.405209514,1.50273548747703e-07,2.21777462289513,8.49073830914939e-08,37.9519198811292,0.554635150651356,6182,3,-1.03135557160039e-06,-9.16590209180738e-07,-53.5025060740541,0.00356432568207682,-0.196422639979382,0.567218728561261,6453,1,";13;14;16;1",0,0,FALSE
"3965","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=France,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",5.715605e-06,0.002844083,1.979652,22099,3.934e-05,0.01383222,140,"Opal","*","*","*","N","France","VeryRural",FALSE,49225,0.002844083,3,66374.5,154916.5,110645.5,1.405209514,8.22403249094903e-09,2.02395655001237,4.16906566600226e-09,8.52217177221414,0.495857277491073,6188,4,-7.59128868947752e-07,-4.63845610999872e-07,-66.4255617115469,0.0138322264153331,-0.185973582578785,0.570196439414743,6460,1,";10;14;15;16;1",0,0,FALSE
"3966","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=France,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",5.429824e-06,0.002735106,1.903798,8589,6.854763e-05,0.02506215,133,"*","*","VWDealer","*","*","France","VeryRural",FALSE,48627,0.002735106,4,64650,153828,109239,1.405209514,7.22110385719846e-09,1.94640441354142,3.5181173436825e-09,7.82873131489411,0.475678397272587,6189,3,-8.33639175796921e-07,-5.71174272579638e-07,-65.7163757783984,0.0250622827780716,-0.174290675700827,0.553071434891372,6461,1,";12;15;16;1",0,0,FALSE
"3968","TurboCharger","{DEALERSHIP=Re-Import,COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",7.552763e-06,0.002989416,2.080812,8604,5.972545e-05,0.01997897,185,"*","*","Re-Import","*","*","Spain","VeryRural",FALSE,61885,0.002989416,4,68941,157624,113282.5,1.405209514,1.19651361318208e-08,2.12738098498243,6.35684668723743e-09,10.5205706182022,0.520734114288583,6199,3,-1.62433421423158e-07,-6.61889908223874e-08,-23.7070730896046,0.01997915311887,-0.179612935741757,0.422874902656572,6472,1,";12;15;16;1",0,0,FALSE
"3969","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",2.963949e-05,0.003451309,2.402317,22147,0.0005216181,0.1511363,726,"Opal","*","*","*","N","Spain","VeryRural",FALSE,210355,0.003451309,3,75677.5,163736.5,119707,1.405209514,6.06453452543021e-08,2.45608143526987,3.62648805060895e-08,25.0517446974981,0.588791750086243,6200,4,-7.06707556184399e-07,-4.31749796159785e-07,-49.8959887862629,0.151136568762751,-0.0219534991590149,0.609210302525795,6473,1,";10;14;15;16;1",0,0,FALSE
"3970","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",3.053766e-05,0.003273867,2.278807,8606,0.0003441764,0.1051284,748,"*","*","VWDealer","*","*","Spain","VeryRural",FALSE,228476,0.003273867,4,73350,163635,118492.5,1.405209514,5.70644269639228e-08,2.32980702691143,3.28779031940419e-08,23.8443127554242,0.566457710389737,6201,3,-7.83795852690197e-07,-5.41814486729278e-07,-49.7007943378683,0.10512858341527,-0.0825203528374965,0.47301860460428,6474,1,";12;15;16;1",0,0,FALSE
"3971","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Spain,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",3.608996e-05,0.003323383,2.313274,8607,0.0003936928,0.1184615,884,"*","*","*","Private","*","Spain","VeryRural",FALSE,265994,0.003323383,4,74165,164048,119106.5,1.405209514,6.92268043828006e-08,2.36504447691919,4.0394637498451e-08,26.4094048979924,0.573944902169276,6202,3,-1.11240231596529e-06,-9.61102954773781e-07,-65.0450210571909,0.118461519481805,-0.0656188958727211,0.48087024577065,6475,1,";13;15;16;1",0,0,FALSE
"3972","TurboCharger","{DEALERSHIP=Re-Import,COUNTRY=Holland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",6.491294e-06,0.002931038,2.040178,8611,0.0003774766,0.128786,159,"*","*","Re-Import","*","*","Holland","VeryRural",FALSE,54247,0.002931038,4,67864,156344,112104,1.405209514,9.90460129620088e-09,2.08583700209704,5.16754401142692e-09,9.48698890223142,0.510978270091691,6204,3,-1.64493956258778e-07,-6.73782934981979e-08,-24.7406548055754,0.128786116044896,-0.0521755384246043,0.443330997414568,6477,1,";12;15;16;1",0,0,FALSE
"3973","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Holland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",2.392389e-05,0.002879366,2.004211,22161,7.462305e-05,0.02591648,586,"Opal","*","*","*","N","Holland","VeryRural",FALSE,203517,0.002879366,3,67258.5,162441.5,114850,1.405209514,3.52675576138505e-08,2.04906526131021,1.8207298519083e-08,17.7532858117881,0.505248607847308,6206,4,-7.3208534382485e-07,-4.49807378146791e-07,-57.1944476719729,0.025916469111603,-0.173393818174626,0.531585772701352,6479,1,";10;14;15;16;1",0,0,FALSE
"3974","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Holland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",2.33115e-05,0.002711893,1.88764,8612,9.957461e-05,0.03671774,571,"*","*","VWDealer","*","*","Holland","VeryRural",FALSE,210554,0.002711893,4,64546,162041,113293.5,1.405209514,3.0460752083889e-08,1.92988516871086,1.4804296655087e-08,16.0061529234518,0.474315242459177,6207,3,-8.10399527570231e-07,-5.59888093268233e-07,-57.5389541698407,0.0367175253595919,-0.161882741324478,0.398347206176645,6480,1,";12;15;16;1",0,0,FALSE
"3975","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Holland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",2.837389e-05,0.00282048,1.963223,8613,0.0001462034,0.05183638,695,"*","*","*","Private","*","Holland","VeryRural",FALSE,246412,0.00282048,4,66343,162763,114553,1.405209514,4.01567290900105e-08,2.00715976649728,2.03547603970193e-08,18.7544869501143,0.495619324213521,6208,3,-1.14147239125808e-06,-9.81142831875213e-07,-72.699939005069,0.0518365668255049,-0.145329356277708,0.421510523031541,6481,1,";13;15;16;1",0,0,FALSE
"3976","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Belgium,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",1.249268e-05,0.004533871,3.155845,22174,0.0006754626,0.1489814,306,"Opal","*","*","*","N","Belgium","VeryRural",FALSE,67492,0.004533871,3,86636.5,162703.5,124670,1.405209514,3.90853667729225e-08,3.22647331577916,2.70459284939498e-08,21.6979915702621,0.685015201506702,6211,4,-7.28267534665778e-07,-4.40968748171924e-07,-53.2497419134989,0.148981521529836,-0.024935093667336,0.702519987886731,6484,1,";10;14;15;16;1",0,0,FALSE
"3977","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Belgium,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",1.22069e-05,0.004325247,3.010631,8618,0.0004668389,0.1079335,299,"*","*","VWDealer","*","*","Belgium","VeryRural",FALSE,69129,0.004325247,4,84893,162498,123695.5,1.405209514,3.56446055878534e-08,3.07800862213633,2.41322979920242e-08,20.4952573160524,0.669733857095501,6212,3,-8.05215674066266e-07,-5.50560091931296e-07,-53.0498497772401,0.107933489116344,-0.079005167786945,0.581307148470365,6485,1,";12;15;16;1",0,0,FALSE
"3978","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Belgium,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",1.461562e-05,0.004456838,3.102226,8619,0.0005984303,0.1342724,358,"*","*","*","Private","*","Belgium","VeryRural",FALSE,80326,0.004456838,4,86042,163086,124564,1.405209514,4.46014423325513e-08,3.17165373248391,3.06393923228432e-08,23.0884374295124,0.679880439359921,6213,3,-1.13702767801554e-06,-9.70858199949389e-07,-68.3659885256709,0.134272324908377,-0.0449001025812472,0.59366932340821,6486,1,";13;15;16;1",0,0,FALSE
"3979","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Switzerland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",2.147434e-05,0.002884452,2.007751,22185,7.970863e-05,0.02763389,526,"Opal","*","*","*","N","Switzerland","VeryRural",FALSE,182357,0.002884452,3,67314.5,162168.5,114741.5,1.405209514,3.17657560868092e-08,2.0526846504115,1.64127242985531e-08,16.8630218424276,0.505695160627037,6214,4,-7.35587145351892e-07,-4.51601952367321e-07,-58.0847116413334,0.0276340185241425,-0.171580460983924,0.532411702465494,6487,1,";10;14;15;16;1",0,0,FALSE
"3980","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Switzerland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",2.147434e-05,0.002866313,1.995126,8623,0.0002539944,0.08861363,526,"*","*","VWDealer","*","*","Switzerland","VeryRural",FALSE,183511,0.002866313,4,67005,162127,114566,1.405209514,3.13762330335492e-08,2.03977625503039,1.61147718807536e-08,16.7088607252604,0.502543465467955,6215,3,-8.09484046620571e-07,-5.58577618042566e-07,-56.8362463680321,0.0886134905713368,-0.102770502351674,0.508864872747673,6488,1,";12;15;16;1",0,0,FALSE
"3981","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Switzerland,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",2.547527e-05,0.002889772,2.011454,8624,0.0002154958,0.07457191,624,"*","*","*","Private","*","Switzerland","VeryRural",FALSE,215934,0.002889772,4,67466,162624,115045,1.405209514,3.78196301627212e-08,2.0564705627235,1.96018787662924e-08,18.4159364696721,0.507319616528351,6216,3,-1.14380949018537e-06,-9.8189571350594e-07,-73.0384894855111,0.0745719731522071,-0.119418788486125,0.512851878971767,6489,1,";13;15;16;1",0,0,FALSE
"3983","TurboCharger","{MODEL=Opal,DEALERSHIP=VWFranchise,USER_CUSTOMISED=N,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",8.369278e-06,0.002891682,2.012784,22236,8.693854e-05,0.03006504,205,"Opal","*","VWFranchise","*","N","*","VeryRural",FALSE,70893,0.002891682,3,67192.5,157843.5,112518,1.405209514,1.24407014746851e-08,2.05782979064003,6.41372038605848e-09,10.5655805087354,0.504636173321499,6223,4,-7.54912199964016e-07,-4.61600956279816e-07,-64.3821529750256,0.0300652008070043,-0.169002684246059,0.901555357746806,6496,1,";10;12;14;16;1",0,0,FALSE
"3984","TurboCharger","{DEALERSHIP=VWFranchise,CUSTOMER_TYPE=Private,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",9.716528e-06,0.002858962,1.990009,8647,0.0001846858,0.0645989,238,"*","*","VWFranchise","Private","*","*","VeryRural",FALSE,83247,0.002858962,4,66698,158727,112712.5,1.405209514,1.41254267352886e-08,2.03454500664589,7.20712712657415e-09,11.1972036597839,0.499186166480471,6224,3,-1.1675036936128e-06,-9.94290465145658e-07,-80.2572222953994,0.0645989698359054,-0.130939665263512,0.900428687054952,6497,1,";12;13;16;1",0,0,FALSE
"3985","TurboCharger","{MODEL=Opal,DEALERSHIP=VWDealer,USER_CUSTOMISED=N,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",9.883913e-05,0.002805529,1.952816,22243,7.85253e-07,0.0002798949,2421,"Opal","*","VWDealer","*","N","*","VeryRural",FALSE,862939,0.002805529,3,66485.5,165102.5,115794,1.405209514,1.38406359718287e-07,1.99652007195277,7.16052331491844e-08,34.7257785984594,0.505736093215766,6225,4,-7.02453919935833e-07,-5.03087156774136e-07,-40.2219548853015,0.000280161067663181,-0.19971958594692,0.519257865450687,6498,1,";10;12;14;16;1",0,0,FALSE
"3986","TurboCharger","{MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",0.0001212933,0.002832858,1.971839,22244,2.811519e-05,0.009924673,2971,"Opal","*","*","Private","N","*","VeryRural",FALSE,1048764,0.002832858,3,66927.5,165291.5,116109.5,1.405209514,1.73164196106944e-07,2.01596841736157,9.11715447140009e-08,39.0296795851269,0.514905735357624,6226,4,-1.00846492424115e-06,-9.10326047558231e-07,-52.4247463700564,0.00992460617510655,-0.18997573249338,0.523895655906509,6499,1,";10;13;14;16;1",0,0,FALSE
"3987","TurboCharger","{DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",0.0001219057,0.00268969,1.872185,8652,1.541419e-05,0.005730842,2986,"*","*","VWDealer","Private","*","*","VeryRural",FALSE,1110165,0.00268969,4,64633,165220,114926.5,1.405209514,1.5658549278217e-07,1.91408467790946,7.83286010973163e-08,36.129012191852,0.487981841438807,6227,3,-1.02504362756592e-06,-9.23168991174916e-07,-55.3254137633312,0.00573077194769643,-0.194236057793918,0.172683469098669,6500,1,";12;13;16;1",0,0,FALSE
"3988","TurboCharger","{DEALERSHIP=VWDealer,USER_CUSTOMISED=N,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",0.000123947,0.002639461,1.837223,8653,2.714185e-05,0.01028311,3036,"*","*","VWDealer","*","N","*","VeryRural",FALSE,1150235,0.002639461,4,63868,165187,114527.5,1.405209514,1.52981768935242e-07,1.87833983025538,7.50613788105927e-08,35.3371694601146,0.47815387802364,6228,3,-6.87878510718878e-07,-4.99631011112727e-07,-38.2079376331779,0.0102831600845779,-0.189609834274084,0.489010824558499,6501,1,";12;14;16;1",0,0,FALSE
"3989","TurboCharger","{CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,GEO_TYPE=VeryRural}=>{FAULT_TYPE=TurboCharger}",0.0001483199,0.002691277,1.87329,8655,1.700049e-05,0.006316889,3633,"*","*","*","Private","N","*","VeryRural",FALSE,1349917,0.002691277,4,64670,165370,115020,1.405209514,1.90749400916771e-07,1.91521404686419,9.64690705954982e-08,39.8889039534589,0.493370016068269,6229,3,-9.90879719431318e-07,-9.05028521676734e-07,-51.5655220017243,0.00631707549984635,-0.193642626068968,0.498849059387049,6502,1,";13;14;16;1",0,0,FALSE
"3990","TurboCharger","{MODEL=Ultima,CUSTOMER_TYPE=Private,COUNTRY=Germany}=>{FAULT_TYPE=TurboCharger}",3.245647e-05,0.003641144,2.534454,8664,0.0001014796,0.02787026,795,"Ultima","*","*","Private","*","Germany","*",FALSE,218338,0.003641144,4,78078,164118,121098,1.405209514,7.25705405668244e-08,2.59117516905739,4.49645432995931e-08,27.8906444580808,0.610882983744188,6232,3,-1.10905857978127e-06,-9.56533048972639e-07,-63.5637814971025,0.0278703616226108,-0.171329731604231,0.531428034705576,6505,1,";10;13;15;1",0,0,FALSE
"3991","TurboCharger","{CUSTOMER_TYPE=Corporate,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",1.608534e-05,0.001814589,1.263063,8666,3.502709e-05,0.01930304,394,"*","*","*","Corporate","*","Germany","NormalUrban",FALSE,217129,0.001814589,4,45280,152929,99104.5,1.405209514,6.58500822133524e-09,1.29132985645299,1.49889450280932e-09,5.09236827284978,0.210136556205558,6234,3,-3.69184174287688e-08,-7.46674725564311e-09,-7.03572234765668,0.0193029936806627,-0.180316928318454,0.156739625336646,6507,1,";13;15;16;1",0,0,FALSE
"3992","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Germany,GEO_TYPE=NormalUrban}=>{FAULT_TYPE=TurboCharger}",7.53235e-05,0.002902984,2.02065,8675,0.0002473599,0.08520886,1845,"*","*","VWDealer","*","*","Germany","NormalUrban",FALSE,635553,0.002902984,4,68164,164853,116508.5,1.405209514,1.12817616496221e-07,2.06587271939008,5.97580121418003e-08,31.8755088187753,0.518565025623308,6241,3,-7.28042663157899e-07,-5.1493437778152e-07,-41.6695982745172,0.0852088747302775,-0.10685404670674,0.47205875058216,6514,1,";12;15;16;1",0,0,FALSE
"3993","TurboCharger","{MODEL=Opal,CUSTOMER_TYPE=Private,USER_CUSTOMISED=N,COUNTRY=Germany}=>{FAULT_TYPE=TurboCharger}",5.760513e-05,0.003141881,2.186937,22323,9.156055e-05,0.02914195,1411,"Opal","*","*","Private","N","Germany","*",FALSE,449094,0.003141881,3,71870.5,164698.5,118284.5,1.405209514,1.00041186718323e-07,2.23588081969106,5.63304537239052e-08,31.0685590567968,0.552876314315416,6246,4,-1.08158793362977e-06,-9.45167138548327e-07,-60.3858668983865,0.0291417784441868,-0.169983266500952,0.570723397862618,6519,1,";10;13;14;15;1",0,0,FALSE
"3994","TurboCharger","{DEALERSHIP=VWDealer,CUSTOMER_TYPE=Private,COUNTRY=Germany}=>{FAULT_TYPE=TurboCharger}",8.638728e-05,0.003060616,2.130372,8689,1.029575e-05,0.003363945,2116,"*","*","VWDealer","Private","*","Germany","*",FALSE,691364,0.003060616,4,70721,165129,117925,1.405209514,1.43006063619898e-07,2.17804958584987,7.959479712813e-08,36.744542505407,0.546009846201063,6247,3,-1.03862305672819e-06,-9.21902795144102e-07,-54.7098834497762,0.0033637019475818,-0.196624730594531,0.442550780627168,6520,1,";12;13;15;1",0,0,FALSE
"3996","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=France,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",7.10368e-06,0.00289942,2.01817,22357,0.0003859744,0.1331212,174,"Opal","*","*","*","N","France","NormalRural",FALSE,60012,0.00289942,3,67319.5,156875.5,112097.5,1.405209514,1.06143931451885e-08,2.0633364427961,5.4835415233547e-09,9.77159911144296,0.505740685998927,6250,4,-7.56738508293512e-07,-4.62531135142519e-07,-65.176134372318,0.133121106980017,-0.0464360686743999,0.578399472998048,6523,1,";10;14;15;16;1",0,0,FALSE
"3997","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=France,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",7.593589e-06,0.00258743,1.801006,8705,0.0001699885,0.06569783,186,"*","*","VWDealer","*","*","France","NormalRural",FALSE,71886,0.00258743,4,62236,155611,108923.5,1.405209514,8.97729647806425e-09,1.84131261155125,4.1138822340494e-09,8.46165766832939,0.446063956480273,6251,3,-8.31882983176056e-07,-5.70578507689271e-07,-65.0834494249631,0.0656976227376199,-0.129682508935665,0.527563257749968,6524,1,";12;15;16;1",0,0,FALSE
"3998","TurboCharger","{MODEL=Ultima,CUSTOMER_TYPE=Private,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.567709e-05,0.00281049,1.956269,8716,2.903543e-05,0.01033109,384,"Ultima","*","*","Private","*","*","NormalRural",FALSE,136631,0.00281049,4,65957,160892,113424.5,1.405209514,2.20307086542657e-08,2.00005050634748,1.10774223817364e-08,13.8666786197817,0.491564839889955,6256,3,-1.15959841169382e-06,-9.90420169890496e-07,-77.5877473354015,0.0103312945429445,-0.18955942530648,0.412460104821579,6530,1,";10;13;16;1",0,0,FALSE
"4000","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",5.103218e-06,0.002060123,1.433969,22398,8.834357e-05,0.04288268,125,"Lamura","*","*","*","N","Spain","NormalRural",FALSE,60676,0.002060123,3,51263.5,145942.5,98603,1.405209514,3.34216629019795e-09,1.46606109585449,1.06511398718605e-09,4.3065274131181,0.303386236149288,6258,4,-1.42729263134021e-07,-3.73569057111339e-08,-18.3565395221448,0.0428828764107775,-0.155195336925196,0.34531287694958,6532,1,";10;14;15;16;1",0,0,FALSE
"4001","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Spain,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.469727e-05,0.002813467,1.958342,22399,0.000121726,0.04326546,360,"Opal","*","*","*","N","Spain","NormalRural",FALSE,127956,0.002813467,3,65991.5,160628.5,113310,1.405209514,2.06975405012632e-08,2.00216905163937,1.04143839142014e-08,13.447675084089,0.491933663873325,6259,4,-7.46655360937438e-07,-4.57600292751673e-07,-61.500058399672,0.0432654799221032,-0.15477775028486,0.520614245697568,6533,1,";10;14;15;16;1",0,0,FALSE
"4002","TurboCharger","{DEALERSHIP=VWDealer,COUNTRY=Spain,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.75959e-05,0.002700975,1.88004,8721,0.0002067678,0.07655301,431,"*","*","VWDealer","*","*","Spain","NormalRural",FALSE,159572,0.002700975,4,64273,161045,112659,1.405209514,2.28001599151074e-08,1.92211550881942,1.10098694418204e-08,13.8178210268311,0.471166015389819,6260,3,-8.18060119739013e-07,-5.636825204815e-07,-59.7272860664614,0.0765530965669804,-0.11710055167808,0.388637436481271,6534,1,";12;15;16;1",0,0,FALSE
"4003","TurboCharger","{CUSTOMER_TYPE=Private,COUNTRY=Spain,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.980049e-05,0.002784955,1.938496,8722,0.0001420496,0.05100605,485,"*","*","*","Private","*","Spain","NormalRural",FALSE,174150,0.002784955,4,65625,161706,113665.5,1.405209514,2.73196366980881e-08,1.98187883888751,1.36318360459343e-08,15.370766758911,0.487602855991007,6261,3,-1.15430948365e-06,-9.87865756226298e-07,-76.0836591962723,0.0510058510819744,-0.146252588299912,0.407073004770275,6535,1,";13;15;16;1",0,0,FALSE
"4004","TurboCharger","{DEALERSHIP=Re-Import,COUNTRY=Holland,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",4.205052e-06,0.002235292,1.555897,8725,0.0001429466,0.06394987,103,"*","*","Re-Import","*","*","Holland","NormalRural",FALSE,46079,0.002235292,4,55159,146433,100796,1.405209514,3.49054001791927e-09,1.5907179518285,1.2986659366501e-09,4.75671996565933,0.357957229589981,6263,3,-1.7090801753706e-07,-5.45393230381131e-08,-23.4314408336832,0.0639500342684535,-0.131680320350995,0.270064940061522,6537,1,";12;15;16;1",0,0,FALSE
"4005","TurboCharger","{MODEL=Lamura,USER_CUSTOMISED=N,COUNTRY=Holland,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",6.491294e-06,0.00240203,1.671957,22411,0.0004174179,0.1737771,159,"Lamura","*","*","*","N","Holland","NormalRural",FALSE,66194,0.00240203,3,58625.5,152788.5,105707,1.405209514,6.47065483984888e-09,1.70937499075316,2.69253838700725e-09,6.84638123417418,0.402987526820556,6264,4,-1.3960077458437e-07,-3.57294813113127e-08,-15.8166857010887,0.173776763820602,0.0103270302514691,0.438501600729383,6538,1,";10;14;15;16;1",0,0,FALSE
"4006","TurboCharger","{MODEL=Opal,USER_CUSTOMISED=N,COUNTRY=Holland,GEO_TYPE=NormalRural}=>{FAULT_TYPE=TurboCharger}",1.465644e-05,0.002622314,1.825287,22412,8.365999e-05,0.03190312,359,"Opal","*","*","*","N","Holland","NormalRural",FALSE,136902,0.002622314,3,62974.5,159949.5,111462,1.405209514,1.78384188727898e-08,1.86613737942568,8.32594980885462e-09,12.0217466351456,0.454682346980684,6265,4,-7.49514482565911e-07,-4.5968872685702e-07,-62.9259868486154,0.0319031206789119,-0.167045301909186,0.485669526990284,6539,1,";10;14;15;16;1",0,0,FALSE
